method,deletion_auc,insertion_auc,robustness_pearson_mean,robustness_rank_corr_mean,robustness_topk_iou_mean
lime,0.15236249973199195,0.680286465372358,0.9089748480796354,0.7834857051041065,0.6347081802212332
shap,0.3406095437705517,0.4970303139516285,0.20020542701797828,0.26914484517327647,0.3507005402408047
gradcam,0.49540009775332045,0.44270877428352834,0.8951793534994754,0.8639500907366838,0.6393027613316736
