method,deletion_auc,insertion_auc,robustness_pearson_mean,robustness_rank_corr_mean,robustness_topk_iou_mean
lime,0.3193009506245809,0.6296529321133025,0.8156935827286093,0.7533964202679249,0.6700739559416624
shap,0.3283111588164632,0.6024710868352227,0.8238989222954392,0.7127450368155256,0.5780845453678787
gradcam,0.4369964493571648,0.5294513359133687,0.8927120254897584,0.8549955244743812,0.6596544504788335
