sample_idx,method,perturbation_idx,pearson,rank_corr,topk_iou,target_confidence
449,gradcam,0,0.8778473227421927,0.8616624227512016,0.5692307692307692,0.49617356061935425
449,gradcam,1,0.8694610259365865,0.8195217727168689,0.4782608695652174,0.35588502883911133
449,gradcam,2,0.8595859557202054,0.8508039597161822,0.5692307692307692,0.6862761378288269
449,gradcam,3,0.8885555556635504,0.868432421606775,0.59375,0.5786774754524231
449,gradcam,4,0.8929343986152759,0.8486982146944381,0.5454545454545454,0.4415815770626068
449,lime,0,0.9412481845226085,0.7454663017028269,0.4398066783831283,0.54884272813797
449,lime,1,0.8694249362746679,0.47617228177605436,0.6579812800404756,0.4316387474536896
449,lime,2,0.9087490725526011,0.8336748171811742,0.6689584924879043,0.5618475079536438
449,lime,3,0.947128183856921,0.7475258785105925,0.6909184726522187,0.5145904421806335
449,lime,4,0.8736145957337951,0.7769142271929383,0.6909184726522187,0.37077414989471436
449,shap,0,-0.7849879898815704,-0.25754575526744466,0.0,0.5570914149284363
449,shap,1,0.40492247878473736,0.5142983047267679,0.0,0.4604904353618622
449,shap,2,0.23862435657646178,0.16536567556280515,0.0,0.5465707182884216
449,shap,3,0.9733615952185397,0.9794255032390782,1.0,0.48459258675575256
449,shap,4,0.5109157355036984,0.5753244585398797,0.4238540082554855,0.365825355052948
483,gradcam,0,0.898968457031813,0.8818865873197528,0.6190476190476191,0.1262754201889038
483,gradcam,1,0.8944844544408932,0.8836525806820783,0.6451612903225806,0.12655529379844666
483,gradcam,2,0.8898394111305421,0.9039475566491187,0.6190476190476191,0.19511692225933075
483,gradcam,3,0.9426782542721873,0.9329115644312199,0.6451612903225806,0.24002094566822052
483,gradcam,4,0.87822340264206,0.8814667257953765,0.5692307692307692,0.19022297859191895
483,lime,0,0.8052144607653069,0.8162446152640204,0.4398066783831283,0.17980526387691498
483,lime,1,0.7312106005002313,0.764339707047598,0.25363427697016067,0.12371111661195755
483,lime,2,0.8752336198125813,0.910312409931648,0.6796514607893388,0.1931413859128952
483,lime,3,0.8822317706511021,0.7886653309082005,0.6796514607893388,0.19308055937290192
483,lime,4,0.8318571281455055,0.7800964498949498,0.6796514607893388,0.19807128608226776
483,shap,0,0.8852663630399537,0.9549181058540349,0.6579812800404756,0.13477040827274323
483,shap,1,-0.5220658396880542,-0.21690179974614673,0.0,0.20447233319282532
483,shap,2,-0.6372313967740084,-0.46601939259727754,0.11500510377679483,0.22764670848846436
483,shap,3,0.531972064521544,0.6514501984068738,0.9640395564878633,0.18198660016059875
483,shap,4,-0.6622900993397123,-0.33892349910386715,0.0,0.2016364187002182
2162,gradcam,0,0.8624328389623281,0.8407737754634927,0.6190476190476191,0.8800644278526306
2162,gradcam,1,0.9642175031984089,0.9545726997024491,0.8214285714285714,0.8961259126663208
2162,gradcam,2,0.9412289094494173,0.9251931219958801,0.7586206896551724,0.9094895720481873
2162,gradcam,3,0.9507932659367342,0.9185590238040742,0.8545454545454545,0.8897741436958313
2162,gradcam,4,0.9040775426080069,0.8848027294575418,0.7586206896551724,0.9108126163482666
2162,lime,0,0.9497248666109466,0.7954101306077063,0.6579812800404756,0.8683804273605347
2162,lime,1,0.9954700165386551,0.8654660075389518,0.6685336048879837,0.9173207879066467
2162,lime,2,0.9929064686837417,0.8335041968048547,0.6685336048879837,0.9008578658103943
2162,lime,3,0.9974896045505555,0.8707265705720566,0.9993898718730934,0.9062862992286682
2162,lime,4,0.9817500753969216,0.7821276676955631,0.6579812800404756,0.9088958501815796
2162,shap,0,-0.599544860165499,-0.6929821746466177,0.0,0.8859421610832214
2162,shap,1,0.613410571360137,0.8989713402935983,0.6579812800404756,0.922721803188324
2162,shap,2,0.5221572865216956,0.585277573246728,0.11500510377679483,0.9111686944961548
2162,shap,3,-0.3085802063154775,-0.3133455582287419,0.0,0.9051623344421387
2162,shap,4,0.5919168049399837,0.9962892173687584,0.958756724447101,0.9097578525543213
2351,gradcam,0,0.9917648416952916,0.9734028095674068,0.7894736842105263,0.3796180486679077
2351,gradcam,1,0.9106966996770135,0.7980301556420234,0.59375,0.3719986379146576
2351,gradcam,2,0.8405667684747267,0.6616502632181277,0.5,0.3438524603843689
