method,deletion_auc,insertion_auc,robustness_pearson_mean,robustness_rank_corr_mean,robustness_topk_iou_mean
lime,0.2126859400753996,0.7181385058909655,0.9046734104914647,0.8011546192845092,0.7120955186911682
gradcam,0.4369964493571648,0.5294513359133687,0.8927120254897584,0.8549955244743812,0.6596544504788335
shap,0.5007876228807228,0.46756692746255013,0.08371296345757709,0.14612084921754714,0.301241257744548
