sample_idx,method,perturbation_idx,pearson,rank_corr,topk_iou,target_confidence
443,gradcam,0,0.7321188107897953,0.7986231116960403,0.4782608695652174,0.6165726780891418
443,gradcam,1,0.8820956398748985,0.7907415884641794,0.6190476190476191,0.6350787878036499
443,gradcam,2,0.9464245841181067,0.9386823357747769,0.7,0.6498619914054871
443,gradcam,3,0.8869236892432935,0.8617639906157015,0.59375,0.6481571793556213
443,gradcam,4,0.8175221812230352,0.7418516823071641,0.59375,0.6149619221687317
443,lime,0,0.845285995583325,0.6943543549533164,0.4238540082554855,0.5874765515327454
443,lime,1,0.87076116108006,0.8761598864582546,1.0,0.622638463973999
443,lime,2,0.9463733697580053,0.734924253265717,0.6579812800404756,0.6533658504486084
443,lime,3,0.938941737447494,0.8480279315822576,0.6796514607893388,0.6520159840583801
443,lime,4,0.9222376613273752,0.831687617771961,1.0,0.613846480846405
443,shap,0,0.803084875290044,0.8685931881079866,0.9746911720397711,0.6071367263793945
443,shap,1,-0.73903816951953,-0.4434645707419176,0.0,0.6463836431503296
443,shap,2,-0.6993327783578095,-0.39341892359011027,0.0,0.6552470326423645
443,shap,3,0.472570741402907,0.46305464010099223,0.11009485094850949,0.6307445764541626
443,shap,4,0.001188519360324362,-0.13842897887753233,0.11009485094850949,0.6084545254707336
443,deepshap,0,0.20805666280574725,0.1243339471150392,0.18925784794048267,0.6123067140579224
443,deepshap,1,0.2445418621483657,0.1343109675145913,0.19992676675210547,0.6525428891181946
443,deepshap,2,0.34087680549708804,0.19044716466312056,0.2301051051051051,0.6472621560096741
443,deepshap,3,0.24886565343025605,0.13170810058679888,0.2101181683899557,0.6249596476554871
443,deepshap,4,0.2196534730593777,0.13103586986537533,0.19926806953339432,0.59095299243927
461,gradcam,0,0.7645090413268082,0.781920204852369,0.5692307692307692,0.3088124990463257
461,gradcam,1,0.6986886467751483,0.6650663767452506,0.5223880597014925,0.2448352426290512
461,gradcam,2,0.774450049519343,0.7825074387731746,0.5692307692307692,0.4862572252750397
461,gradcam,3,0.6024786057761761,0.6862311169604028,0.45714285714285713,0.3958229124546051
461,gradcam,4,0.6541260037221072,0.7010643167772945,0.45714285714285713,0.37623149156570435
461,lime,0,0.8776782947494011,0.7433048251592268,0.6796514607893388,0.34723520278930664
461,lime,1,0.9421722772300269,0.7785021413198999,0.6796514607893388,0.2735005021095276
461,lime,2,0.8846802448081724,0.8044738347281281,0.6796514607893388,0.366885244846344
461,lime,3,0.9419737899417815,0.7214247277670035,0.6796514607893388,0.3155801296234131
461,lime,4,0.9505123814627401,0.7325836567658031,0.6796514607893388,0.47764453291893005
461,shap,0,0.1543634062834828,0.47720555978833906,0.6891752577319588,0.2604684829711914
461,shap,1,0.8554890000887884,0.9991582151829352,1.0,0.2327853888273239
461,shap,2,0.45535738829337774,0.662685856043355,0.9396271086120154,0.3251209557056427
461,shap,3,-0.8612700389463459,-0.728425017679573,0.0,0.311330109834671
461,shap,4,-0.6899392773295033,-0.7793293632731848,0.0,0.2701784372329712
461,deepshap,0,0.3002137272721463,0.19462870839943133,0.2101181683899557,0.35737910866737366
461,deepshap,1,0.41850304880557143,0.27860025930580984,0.24152301572267476,0.29036641120910645
461,deepshap,2,0.19433366262323104,0.15411127890478366,0.18452918850533165,0.33218541741371155
461,deepshap,3,0.20734107393687476,0.14583863776384084,0.17856500629383204,0.33066409826278687
